id_from;id_to;travel_length
53971;53973;45.72
53971;25165;52.42
53971;53969;395.39
53972;53970;189.82
53973;53975;96.91
53973;53971;45.72
53973;53953;305.66
53974;25182;291.95
53975;53957;201.95
53975;25166;4.23
53975;53973;96.91
53976;2438;170.03
53977;25165;269.44
53978;2439;171.02
53979;53954;59.14
53979;48327;191.16
53979;53956;217.16
53980;53981;39.57
53980;57183;53.36
53980;25061;309.09
53981;25121;42.17
53981;53980;39.57
53981;25074;277.38
53981;51052;308.07
53982;53983;132.18
53983;53984;95.5
53983;25083;65.47
53983;53982;132.18
53984;53983;95.5
53984;25069;140.73
53984;25104;273.8
53985;25106;185.51
53985;53987;73.85
53985;36542;122.11
53986;36539;36.29
53986;36538;90.64
53986;53988;87.08
53987;53985;73.85
53987;36540;143.74
53987;36548;98.34
53988;36547;47.37
53988;36543;138.59
53988;53986;87.08
53989;36551;82.83
53990;36559;134.96
53990;61278;84.03
53990;53993;170.24
53991;36556;99.26
53991;36579;188.18
53991;36554;168.24
53992;61070;96.96
53992;53993;12.66
53992;61277;149.45
53993;53992;12.66
53993;63929;84.34
53993;53990;170.24
53994;36565;112.28
53994;36566;66.86
53994;68146;55.5
53995;53997;103.64
53995;49464;83.85
53996;53997;61.55
53997;53995;103.64
53997;53998;85.38
53997;53996;61.55
53997;55016;85.9
53998;53997;85.38
53998;53999;42.49
53998;53999;61.43
53999;54001;96.53
53999;53998;42.49
53999;53998;61.44
54000;55019;16.76
54001;54002;18.57
54001;53999;96.53
54001;63245;79.44
54002;54001;18.57
54002;54004;155.79
54002;55019;63.57
54003;54004;55.53
54004;54005;154.27
54004;54002;155.79
54004;54003;55.53
54005;54004;154.27
54006;54008;60.33
54007;48277;48.38
54008;48277;90.05
54008;48278;183.67
54008;54006;60.33
54008;54341;119.59
54009;39775;25.16
54009;40945;310.02
54009;40946;78.38
54010;39702;84.2
54010;35293;61.03
54010;54011;93.89
54011;54010;93.89
54012;60235;138.37
54012;54015;120.79
54013;34854;19.75
54014;34854;37.44
54014;34860;6.29
54014;34851;29.36
54015;34872;188.42
54015;54016;32.14
54016;54017;93.15
54016;54018;62.68
54017;34875;122.37
54017;54016;93.15
54017;34882;180.47
54018;68102;201.02
54018;54019;35.78
54019;39691;197.24
54019;54021;34.69
54020;15984;74.57
54021;34901;196.54
54021;54022;47.54
54022;34897;52.72
54022;34922;84.19
54023;57844;60.16
54024;35028;52.77
54025;53954;197.97
54026;64229;66.53
54026;54027;405.23
54026;53962;299.24
54027;53964;73.28
54027;54026;405.23
54027;53967;108.85
54028;53964;178.1
54029;54031;78.15
54029;54073;115.07
54029;54030;238.99
54030;54029;238.99
54031;54029;78.15
54031;54182;6.48
54031;54032;502.52
54032;54033;42.3
54032;54031;502.52
54032;64234;84.81
54033;54032;42.3
54033;64234;65.68
54034;63775;37.73
54034;54036;50.4
54034;54049;167.95
54035;54049;316.32
54035;54037;63.68
54036;54034;50.4
54036;54054;59.36
54036;54050;167.8
54037;54050;277.28
54037;355;462.14
54038;54054;171.06
54038;769;105.44
54038;54039;315.61
54039;54040;99.24
54039;54067;94.22
54039;54038;315.61
54040;54066;59.91
54040;54041;58.41
54040;54039;99.24
54041;54060;93.64
54041;54063;24.98
54041;54040;58.41
54042;54043;65.84
54042;54063;44.77
54042;54061;99.42
54043;54044;51.92
54043;54042;65.84
54043;54051;89.1
54044;54052;86.08
54044;54045;52.75
54044;54043;51.92
54045;54053;88.49
54045;54046;48.13
54045;54044;52.75
54046;54047;62.52
54046;54045;48.13
54046;54053;139.31
54047;54046;62.52
54047;54048;242.94
54047;54065;406.29
54048;54047;242.94
54049;54035;316.32
54049;54034;167.95
54049;54050;51.17
54050;54037;277.28
54050;54036;167.8
54050;54049;51.17
54051;54052;54.83
54051;54043;89.1
54051;54062;23.41
54052;54053;49.3
54052;54051;54.83
54052;54044;86.08
54053;54052;49.3
54053;54045;88.49
54053;54046;139.31
54054;54036;59.36
54054;54055;191.3
54054;54038;171.06
54055;54054;191.3
54055;54056;73.0
54055;63783;267.17
54056;54055;73.0
54056;54058;69.04
54056;54057;77.62
54057;54056;77.62
54058;54056;69.04
54059;54066;50.63
54060;54041;93.64
54061;54042;99.42
54062;54051;23.41
54063;54064;97.47
54063;54042;44.77
54063;54041;24.98
54064;54063;97.47
54065;54047;406.29
54066;54059;50.63
54066;54040;59.91
54066;54067;54.41
54067;54066;54.41
54067;54068;43.32
54067;54039;94.22
54068;54067;43.32
54069;54070;110.86
54070;49522;38.7
54070;8509;133.41
54070;54069;110.86
54071;54072;60.8
54072;2660;72.52
54072;8492;277.18
54072;54071;60.8
54073;64218;68.9
54073;54297;67.89
54073;54029;115.07
54074;54284;33.79
54074;54285;43.07
54074;54102;62.77
54074;54802;52.86
54075;54275;112.27
54075;54121;190.38
54075;63788;96.72
54076;54297;48.42
54077;54297;47.18
54078;54296;62.66
54079;54296;64.74
54080;54295;62.89
54081;54295;61.18
54082;54294;62.43
54083;54294;66.8
54084;54293;57.06
54085;54293;57.08
54086;54292;63.83
54087;54292;61.62
54088;54291;48.57
54089;54291;47.83
54090;54290;53.31
54091;54290;53.51
54092;54289;51.36
54093;54289;55.85
54094;54288;46.75
54095;54288;62.86
54096;54287;43.73
54097;54287;45.95
54098;54286;28.47
54099;54286;58.88
54100;54285;40.2
54101;54285;65.19
54102;54074;62.77
54103;54284;47.78
54104;54283;28.13
54105;54283;32.9
54106;54282;48.43
54107;54282;62.73
54108;54281;44.28
54109;54281;57.74
54110;54111;27.62
54111;54280;36.8
54111;54281;35.82
54111;54110;27.62
54112;54280;50.93
54113;54280;54.77
54114;54279;60.68
54115;54279;40.83
54116;54276;61.05
54117;54276;51.44
54118;54275;42.86
54119;54275;41.95
54120;54195;35.72
54121;63999;80.4
54121;54075;190.38
54121;54125;91.79
54122;54123;105.86
54122;63999;35.22
54122;54127;97.55
54123;54124;63.53
54123;54122;105.86
54123;54265;69.93
54124;41840;140.05
54124;54123;63.53
54124;63718;94.53
54125;54121;91.79
54125;63786;87.3
54125;54274;92.11
54126;54298;72.91
54127;63996;67.47
54127;54122;97.55
54127;54265;73.19
54128;54298;15.54
54128;63996;12.4
54128;54138;45.45
54129;54130;25.52
54129;54298;22.74
54129;54133;54.52
54130;54131;35.06
54130;54129;25.52
54130;54134;68.47
54131;54132;41.26
54131;54130;35.06
54131;54135;77.59
54132;64236;36.14
54132;54131;41.26
54132;54136;60.3
54133;54129;54.52
54134;54130;68.47
54135;54131;77.59
54136;54132;60.3
54137;54148;39.95
54138;54265;78.94
54138;54139;21.95
54138;54128;45.45
54139;54141;14.37
54139;54138;21.95
54139;54140;71.77
54140;54139;71.77
54141;41840;44.69
54141;54139;14.37
54141;54145;95.15
54142;54144;50.48
54143;54277;76.33
54143;54273;13.5
54143;54144;36.0
54144;54142;50.48
54144;54145;108.56
54144;54147;48.65
54144;54143;36.0
54145;54144;108.56
54145;54141;95.15
54145;54146;49.42
54146;41840;93.22
54146;54147;106.62
54146;54145;49.42
54147;54146;106.62
54147;54153;74.45
54147;54144;48.65
54148;54137;39.95
54148;54273;37.83
54148;54149;85.6
54149;54148;85.6
54149;54278;47.87
54149;54150;64.39
54150;54151;120.05
54150;54152;58.89
54150;54149;64.39
54151;54150;120.05
54151;54156;21.63
54151;64159;56.09
54152;54150;58.89
54152;54278;57.41
54152;64159;101.69
54153;54147;74.45
54153;54155;49.72
54153;54277;74.34
54154;54155;63.23
54155;54153;49.72
54155;41841;73.78
54155;54154;63.23
54156;54151;21.63
54157;41841;133.35
54157;25126;310.54
54157;54158;39.34
54158;54159;83.32
54158;64210;41.08
54158;54157;39.34
54159;54158;83.32
54160;64210;67.97
54161;64212;60.23
54162;64211;40.3
54163;64211;57.05
54164;24270;173.3
54164;54166;77.45
54164;66823;101.95
54165;54168;34.1
54165;24251;77.19
54165;54180;131.94
54166;21848;97.42
54166;54167;40.63
54166;54164;77.45
54167;54168;62.67
54167;54166;40.63
54167;54180;62.72
54168;54165;34.1
54168;54167;62.67
54168;54169;96.13
54169;54168;96.13
54169;21848;102.47
54169;66972;58.97
54170;54171;30.8
54170;66972;5.89
54170;59755;32.84
54171;54170;30.8
54171;54172;68.48
54171;54178;52.11
54172;54173;140.98
54172;54174;27.28
54172;54171;68.48
54173;54175;30.12
54173;54172;140.98
54173;54179;65.51
54173;59756;124.85
54174;54175;128.91
54174;21846;60.21
54174;54172;27.28
54175;54173;30.12
54175;21851;79.48
54175;54174;128.91
54176;21846;30.21
54176;59755;123.51
54176;59757;47.86
54176;59625;238.45
54177;59627;30.44
54177;51527;110.07
54177;55274;46.57
54178;54179;163.33
54178;54171;52.11
54178;21849;104.85
54179;52829;74.86
54179;54178;163.33
54179;54173;65.51
54180;54165;131.94
54180;24266;226.52
54180;54167;62.72
54181;29580;62.26
54181;29574;72.57
54182;54031;6.48
54182;63775;54.87
54182;54184;96.81
54183;54187;51.37
54183;54189;266.84
54183;63787;132.44
54184;54186;39.01
54184;54805;122.99
54184;54182;96.81
54185;54805;263.22
54185;54187;49.14
54185;67976;249.21
54186;54188;113.21
54186;54189;160.07
54186;54184;39.01
54187;54188;263.38
54187;54183;51.37
54187;54185;49.14
54187;67976;215.69
54188;54187;263.38
54188;54186;113.21
54188;54189;49.74
54188;54805;51.01
54189;54188;49.74
54189;54183;266.84
54189;54186;160.07
54190;54191;58.5
54190;63738;57.92
54190;64000;41.62
54191;54190;58.5
54191;63737;33.89
54191;63715;107.31
54192;63726;59.78
54192;63736;29.68
54192;63715;30.78
54193;63726;44.2
54193;54194;111.62
54193;54197;213.19
54194;54198;41.0
54194;54193;111.62
54194;63724;76.62
54195;63788;94.72
54195;54120;35.72
54195;63716;60.67
54196;54197;51.48
54196;64630;69.31
54196;64630;184.02
54197;54196;51.48
54197;54198;139.6
54197;54193;213.19
54198;63716;25.92
54198;54194;41.0
54198;54197;139.6
54199;58328;25.86
54199;40381;138.61
54199;54200;69.48
54200;54199;69.48
54201;58328;67.94
54201;54203;44.57
54201;54202;58.83
54202;54201;58.83
54203;54201;44.57
54203;40382;120.6
54203;54204;60.14
54204;54203;60.14
54205;40380;82.89
54206;54207;110.74
54206;62573;85.42
54206;54224;236.9
54207;58336;193.8
54207;54206;110.74
54207;54208;64.11
54208;54207;64.11
54209;54210;121.47
54209;54216;58.88
54209;54218;25.11
54210;54209;121.47
54210;54212;98.9
54210;54211;39.62
54211;54210;39.62
54212;54210;98.9
54213;54215;37.66
54213;54216;85.73
54213;58338;138.47
54214;58338;56.69
54215;39612;76.31
54215;54213;37.66
54215;58338;162.18
54216;54217;170.16
54216;54213;85.73
54216;54209;58.88
54217;54216;170.16
54218;54209;25.11
54218;62570;55.88
54218;54219;155.72
54219;54218;155.72
54220;58332;35.49
54221;58332;212.5
54221;58333;172.39
54221;54225;371.16
54222;63703;33.08
54222;39610;69.53
54222;54223;73.86
54223;54222;73.86
54224;39613;20.48
54224;54206;236.9
54224;54226;204.55
54225;54226;48.58
54225;67746;74.08
54225;54221;371.16
54226;54225;48.58
54226;54227;116.09
54226;54224;204.55
54227;54226;116.09
54228;67746;16.06
54229;63706;109.06
54229;54229;703.69
54229;54229;703.69
54230;61146;108.83
54230;61206;37.22
54230;54231;216.66
54231;54230;216.66
54232;47968;91.52
54233;54234;41.36
54233;62770;36.57
54233;54235;130.62
54234;56015;8.98
54234;54233;41.36
54234;54235;91.24
54235;56010;36.81
54235;54234;91.24
54235;54233;130.62
54235;56008;38.67
54236;56008;31.6
54237;56031;58.96
54237;46718;171.74
54237;46717;173.85
54238;53468;117.23
54239;46624;196.86
54239;34177;11.89
54240;54241;16.11
54241;54240;16.11
54241;54242;86.41
54241;54243;88.38
54242;54241;86.41
54243;54244;15.62
54243;32557;152.87
54243;54241;88.38
54244;54243;15.62
54245;54246;11.46
54246;40080;36.4
54246;54247;30.37
54246;54245;11.46
54247;54246;30.37
54248;32705;242.53
54249;12784;100.75
54250;53958;148.4
54251;27560;38.19
54252;24020;23.08
54253;773;272.54
54254;755;274.74
54255;41926;39.52
54256;9563;26.4
54257;12892;54.45
54257;12891;39.75
54257;54259;71.53
54258;3534;71.16
54259;54257;71.53
54260;68217;14.68
54261;15918;38.75
54261;15907;42.64
54261;15915;102.14
54262;24027;31.21
54263;459;104.38
54263;42008;215.24
54264;56552;35.87
54264;54696;65.96
54265;54127;73.19
54265;54138;78.94
54265;54123;69.93
54266;44269;20.36
54266;54267;18.58
54267;53163;533.71
54268;1650;100.85
54269;29229;129.68
54269;43946;151.9
54270;29227;16.58
54270;54271;8.56
54271;1209;24.07
54271;29227;19.61
54272;2126;108.26
54272;1982;89.03
54273;54143;13.5
54273;64236;30.08
54273;54148;37.83
54274;54125;92.11
54275;54075;112.27
54275;54276;35.84
54275;54119;41.95
54275;54118;42.86
54276;54275;35.84
54276;54279;36.56
54276;54117;51.44
54276;54116;61.05
54277;54143;76.33
54277;54153;74.34
54277;54278;18.27
54278;54277;18.27
54278;54149;47.87
54278;54152;57.41
54279;54276;36.56
54279;67980;37.25
54279;54115;40.83
54279;54114;60.68
54280;67980;40.75
54280;54111;36.8
54280;54113;54.77
54280;54112;50.93
54281;54111;35.82
54281;54282;35.63
54281;54109;57.74
54281;54108;44.28
54282;54281;35.63
54282;54283;75.98
54282;54107;62.73
54282;54106;48.43
54283;54282;75.98
54283;54284;37.17
54283;54105;32.9
54283;54104;28.13
54284;54283;37.17
54284;54074;33.79
54284;54103;47.78
54285;54074;43.07
54285;54286;30.06
54285;54101;65.19
54285;54100;40.2
54286;54285;30.06
54286;54287;37.33
54286;54099;58.88
54286;54098;28.47
54287;54286;37.33
54287;54288;34.95
54287;54097;45.95
54287;54096;43.73
54288;54287;34.95
54288;54289;40.25
54288;54095;62.86
54288;54094;46.75
54289;54288;40.25
54289;54290;36.46
54289;54093;55.85
54289;54092;51.36
54290;54289;36.46
54290;54291;38.18
54290;54091;53.51
54290;54090;53.31
54291;54290;38.18
54291;54292;35.18
54291;54089;47.83
54291;54088;48.57
54292;54291;35.18
54292;54293;36.86
54292;54087;61.62
54292;54086;63.83
54293;54292;36.86
54293;54294;35.69
54293;54085;57.08
54293;54084;57.06
54294;54293;35.69
54294;54295;37.57
54294;54083;66.8
54294;54082;62.43
54295;54294;37.57
54295;54296;34.51
54295;54081;61.18
54295;54080;62.89
54296;54295;34.51
54296;54297;36.77
54296;54079;64.74
54296;54078;62.66
54297;54296;36.77
54297;54073;67.89
54297;54077;47.18
54297;54076;48.42
54298;54126;72.91
54298;54129;22.74
54298;54128;15.54
54299;11515;118.16
54299;3541;58.11
54300;30849;23.14
54301;54304;7.83
54301;61858;77.83
54301;8343;60.55
54302;54307;42.69
54303;54308;42.3
54304;8364;58.24
54304;61859;24.04
54304;54301;7.83
54305;54306;32.54
54305;61848;41.22
54305;54314;66.17
54306;54307;32.48
54306;54305;32.54
54306;54313;58.5
54307;54306;32.48
54307;54302;42.69
54307;54308;31.96
54307;54308;126.33
54308;54303;42.3
54308;54309;37.96
54308;54307;31.96
54308;54307;126.33
54309;8361;57.0
54309;54308;37.96
54309;8364;151.16
54310;54311;16.47
54310;61845;16.36
54310;61858;77.55
54311;54310;16.47
54312;8363;50.81
54312;8361;66.29
54312;61847;75.0
54313;54306;58.5
54314;54305;66.17
54315;54320;57.96
54316;54322;155.48
54317;30849;154.07
54318;61847;14.28
54319;54320;23.63
54320;54319;23.63
54320;54315;57.96
54320;54321;98.82
54321;61856;37.22
54321;8361;77.0
54321;54320;98.82
54322;8362;362.92
54322;8363;107.4
54322;54316;155.48
54323;54324;113.94
54324;61856;13.32
54324;8362;230.23
54324;54323;113.93
54325;61839;612.39
54326;54328;29.15
54326;63812;11.87
54326;54327;53.11
54327;54326;53.11
54328;46049;17.92
54328;54326;29.15
54328;54329;46.8
54329;54328;46.8
54330;46049;46.21
54331;61026;83.55
54331;42492;84.26
54331;42496;74.11
54332;8515;147.3
54333;54334;71.86
54334;8512;87.36
54334;54333;71.86
54334;8508;282.04
54335;45151;27.27
54335;45150;25.03
54336;21855;10.42
54336;18122;148.42
54337;2158;89.05
54337;52290;12.96
54338;7667;35.52
54338;62296;73.12
54339;54340;29.24
54340;54341;24.8
54340;54345;33.91
54340;54339;29.24
54341;54340;24.8
54341;63181;31.44
54341;54008;119.59
54342;54343;291.21
54342;43312;213.44
54343;54342;291.21
54344;53857;421.73
54344;48284;1044.3
54344;25246;690.32
54345;54340;33.91
54346;54348;90.44
54347;54348;76.02
54348;54349;77.22
54348;54347;76.02
54348;54346;90.44
54348;54350;79.69
54349;54348;77.22
54349;54350;32.9
54349;52432;358.81
54350;54349;32.9
54350;54351;16.18
54350;54348;79.69
54351;54350;16.18
54352;54353;55.65
54353;50269;59.86
54353;54352;55.65
54353;50268;309.92
54354;50269;59.91
54355;41128;15.26
54356;54358;17.95
54356;2380;533.94
54357;33740;51.62
54358;34263;30.53
54358;54367;232.14
54359;2375;103.91
54359;18403;19.03
54360;33754;9.35
54360;54357;114.78
54361;54367;119.14
54361;29756;279.7
54362;54363;15.73
54362;33758;10.18
54362;54360;61.29
54363;54362;15.73
54364;54361;85.66
54364;34276;28.5
54364;54365;75.44
54365;34286;31.69
54365;34280;31.12
54365;54366;89.88
54365;54364;75.44
54366;54365;89.88
54366;54938;14.37
54366;34287;30.18
54367;54369;147.63
54368;43728;53.98
54368;43727;6.95
54368;54362;168.86
54369;29757;74.46
54369;54370;26.81
54370;34285;148.92
54371;33789;8.54
54371;63260;62.74
54372;775;16.9
54372;21215;326.29
54372;54373;16.14
54373;54372;16.14
54373;62548;56.21
54374;33603;43.42
54374;67428;151.56
54374;29731;58.85
54375;67426;164.72
54375;67429;146.33
54376;33801;7.7
54376;54371;63.31
54377;33808;9.7
54377;54376;61.19
54378;2384;29.0
54378;25743;18.99
54379;69207;13.2
54379;28474;118.56
54380;24600;12.9
54380;54382;480.62
54381;33840;9.2
54381;33841;53.13
54381;54377;225.87
54382;54383;72.71
54382;54383;54.14
54383;47079;1015.72
54383;54384;29.03
54384;46962;120.98
54385;52794;37.19
54385;54386;36.98
54386;2390;458.22
54387;2251;50.92
54387;2252;72.95
54387;57273;16.48
54388;24882;70.73
54389;28657;10.45
54389;63554;363.98
54389;43435;263.62
54390;24878;21.64
54391;44639;7.25
54391;54393;78.53
54391;54419;351.66
54392;44639;22.71
54392;54394;28.15
54392;54398;229.39
54393;54391;78.53
54394;54392;28.15
54394;44645;31.81
54394;54399;241.97
54395;54398;95.92
54396;54400;105.26
54397;44645;119.88
54398;54395;95.92
54398;54400;68.07
54398;54392;229.39
54399;54401;42.96
54399;54402;70.36
54399;54394;241.97
54400;54396;105.26
54400;54398;68.07
54400;55672;106.08
54401;54399;42.96
54402;54403;55.14
54402;54404;81.26
54402;54399;70.36
54403;54402;55.14
54404;54402;81.26
54405;55672;44.94
54406;50069;99.88
54406;25193;218.1
54406;54408;72.92
54407;48231;78.5
54407;50235;67.2
54407;54409;131.94
54408;25200;214.26
54408;25187;72.2
54408;54406;72.92
54408;50065;69.58
54409;50238;43.73
54409;50237;51.21
54409;54407;131.94
54410;43305;10.21
54410;52464;42.07
54411;52462;53.16
54412;50373;187.64
54413;54412;37.31
54413;50372;30.42
54414;54413;29.43
54415;44659;381.54
54415;54416;85.27
54415;54414;16.99
54416;63183;421.02
54416;62505;319.62
54416;54415;85.27
54417;54418;25.32
54417;62506;63.83
54417;54423;294.91
54418;54417;25.32
54418;54420;96.19
54418;54419;106.28
54419;54422;54.21
54419;54418;106.28
54419;54391;351.66
54420;54418;96.19
54421;54422;100.07
54422;54421;100.07
54422;54419;54.21
54422;54424;106.12
54423;54417;294.91
54424;54422;106.12
54425;54428;88.33
54425;48235;44.25
54425;50236;47.73
54426;54428;45.36
54426;48238;92.51
54426;48235;86.27
54427;50236;70.02
54428;48240;61.92
54428;54426;45.36
54428;54425;88.33
54429;48242;131.2
54430;54433;119.95
54431;54433;125.57
54432;30999;275.08
54433;54430;119.95
54433;30995;225.66
54433;54431;125.57
54434;54435;71.48
54435;54437;56.59
54435;54434;71.48
54435;54436;24.76
54436;54435;24.76
54437;31001;47.94
54437;54435;56.59
54437;30998;140.67
54438;54439;66.11
54438;31007;60.18
54438;54440;121.55
54439;54438;66.11
54439;31006;238.22
54439;31010;206.06
54440;31008;24.13
54440;54438;121.55
54440;31007;152.85
54441;45032;33.79
54442;8310;29.84
54442;54441;22.0
54443;31014;128.81
54443;31015;85.85
54443;54444;182.74
54444;54443;182.74
54445;8315;32.69
54445;23862;854.44
54445;66582;33.45
54446;7393;32.74
54447;54446;41.0
54447;7402;350.42
54448;54449;41.73
54448;54447;39.45
54448;59906;62.89
54449;54448;41.73
54449;59907;139.83
54449;68920;480.04
54450;68918;15.18
54451;59406;207.14
54452;57056;908.16
54452;57055;48.52
54452;62664;265.64
54453;54454;531.05
54454;54455;22.2
54454;54457;1037.89
54455;54454;22.2
54455;54453;534.77
54456;54467;68.48
54456;54475;2229.07
54456;54465;173.15
54457;54458;23.23
54457;62358;201.84
54458;54457;23.23
54458;54455;1017.81
54459;54458;89.69
54460;54459;36.36
54460;67988;1193.2
54461;54459;53.26
54461;54460;46.6
54462;62356;8.91
54463;62357;46.94
54464;54465;329.91
54464;57053;1080.33
54464;67986;140.21
54465;54464;329.91
54465;54456;173.15
54465;54466;101.84
54466;349;939.22
54466;54465;101.84
54467;54456;68.48
54467;54804;511.91
54468;40637;30.03
54468;40634;19.41
54469;62404;49.84
54469;21259;49.84
54469;54470;54.42
54470;21287;48.7
54470;62405;55.24
54470;54469;54.42
54471;54475;848.27
54471;54472;13.91
54472;54476;90.42
54473;54471;62.6
54474;45172;80.0
54474;41859;107.98
54475;21213;13.12
54475;40628;59.2
54475;54456;2229.07
54476;54479;164.95
54476;54473;13.91
54477;54473;165.79
54477;54479;20.87
54478;54477;55.68
54479;54481;85.11
54480;54478;23.6
54480;21214;658.9
54481;54480;20.61
54481;54478;19.23
54482;54482;1929.11
54482;54482;1929.11
54482;63006;139.51
54483;69241;50.69
54483;45133;54.8
54484;54487;57.49
54485;65179;81.6
54486;54487;61.0
54486;65178;32.02
54486;65179;32.55
54487;54486;61.0
54487;54484;57.49
54487;54488;35.35
54488;65179;83.11
54488;39679;44.69
54488;54487;35.35
54489;64962;8.89
54489;33418;95.07
54489;39663;229.7
54490;54491;45.5
54490;20344;53.5
54491;54493;32.18
54491;54492;18.97
54491;54490;45.5
54492;54491;18.97
54493;54491;32.18
54494;33019;54.67
54494;33019;103.85
54494;33023;85.8
54495;33244;169.83
54496;54498;35.73
54497;54499;39.85
54498;33251;40.79
54498;33249;13.95
54498;54496;35.73
54499;54497;39.85
54499;33080;44.2
54499;33252;40.38
54500;52943;91.5
54501;54502;98.98
54502;20340;146.84
54502;54501;98.98
54502;20339;73.98
54503;33323;49.49
54503;33313;109.71
54504;41965;37.04
54504;20341;122.08
54504;54503;45.82
54505;34619;53.93
54506;32517;7.85
54506;32522;165.45
54506;60250;88.14
54507;11238;42.7
54507;11231;149.65
54507;54508;126.03
54508;54507;126.03
54509;11337;18.9
54509;11421;62.02
54509;41824;327.29
54510;54511;68.08
54510;12756;191.47
54510;12766;9.54
54511;12889;156.9
54511;54510;68.08
54511;54512;65.97
54512;54511;65.97
54512;12893;9.65
54512;12890;124.07
54513;20778;115.36
54514;40734;24.7
54514;54513;19.55
54515;25583;154.43
54516;54515;7.17
54516;25574;420.95
54517;25574;467.58
54517;54516;73.16
54518;50871;141.01
54519;46608;46.87
54520;44680;115.53
54521;10202;162.05
54522;21593;79.05
54522;54523;15.89
54523;54522;15.89
54523;21564;72.69
54524;54553;53.1
54524;54526;105.14
54525;53466;512.23
54526;54524;105.14
54527;42411;33.53
54527;54528;17.03
54528;30143;345.62
54529;42350;33.19
54530;53464;228.63
54531;54532;24.3
54531;54536;19.11
54532;42421;121.42
54533;42417;32.73
54533;54537;18.99
54534;43085;52.58
54534;54530;20.19
54535;54536;24.3
54535;54532;20.84
54536;67098;79.56
54537;30136;242.19
54538;54540;31.1
54539;30082;41.02
54540;66614;32.96
54540;54539;22.17
54541;54542;21.37
54542;66611;147.1
54543;54542;27.02
54543;30104;13.19
54544;61495;55.69
54544;54545;11.69
54545;54544;11.69
54545;61470;72.41
54546;54547;63.89
54547;30146;53.42
54547;54546;63.89
54548;61494;150.03
54548;30146;12.62
54549;54550;24.31
54550;63342;52.44
54550;54552;49.76
54550;54549;24.31
54551;42399;64.68
54552;18456;204.16
54552;54550;49.76
54552;63416;163.31
54553;61472;50.67
54553;30138;370.44
54554;30154;10.68
54554;2527;378.56
54554;54524;152.52
54555;54564;129.08
54555;2152;15.25
54556;54557;60.0
54557;48775;38.69
54557;48776;25.89
54557;54556;60.0
54557;48778;64.24
54558;2350;139.45
54559;2014;93.12
54559;48771;164.84
54559;48771;319.02
54560;54562;55.82
54560;54560;107.87
54560;54560;107.87
54561;54569;139.42
54562;8931;104.54
54562;8924;87.29
54562;54560;55.82
54563;54564;15.24
54563;2152;129.42
54564;2154;116.8
54564;54563;15.24
54565;69061;103.67
54565;54566;16.27
54566;54565;16.27
54566;9018;245.64
54567;2013;9.26
54567;1734;114.83
54568;54563;121.29
54568;2154;16.61
54569;54570;51.96
54570;25713;98.91
54570;54569;107.78
54571;8973;87.96
54571;54561;196.61
54572;18312;75.91
54573;9018;26.48
54573;54565;248.86
54574;54572;20.86
54574;2355;37.82
54575;54576;38.75
54575;33404;115.08
54575;39665;135.54
54576;64965;96.5
54576;64964;4.74
54576;54575;38.75
54577;64963;20.24
54578;52525;31.02
54578;52530;82.1
54578;49773;55.45
54579;52523;17.98
54579;39655;44.5
54579;52525;59.39
54580;33502;8.93
54580;58345;85.84
54580;54582;69.01
54581;59177;51.88
54581;49781;69.75
54581;49776;82.42
54582;54580;69.01
54583;37159;18.08
54583;54584;38.68
54583;37160;61.26
54584;54583;38.68
54585;3335;113.99
54586;16305;28.94
54586;16304;53.99
54586;54587;32.92
54587;16306;47.88
54587;16305;16.14
54587;54586;32.92
54588;16306;7.06
54588;16294;45.76
54588;54589;67.52
54589;54588;67.52
54590;3329;56.31
54591;15830;15.88
54592;15836;18.35
54593;15844;49.33
54593;15843;34.86
54593;54596;60.06
54594;13655;46.12
54594;13229;176.62
54594;65367;23.15
54595;54597;68.02
54596;15842;33.25
54596;15841;50.52
54596;54593;60.06
54597;16300;26.08
54597;16298;176.88
54597;54595;68.02
54598;54602;88.45
54598;16417;182.52
54599;54600;71.94
54600;15694;21.69
54600;54599;71.94
54601;54603;21.68
54601;54603;34.08
54601;49151;78.39
54602;16419;16.08
54602;54598;88.45
54602;16436;228.99
54603;49152;84.58
54603;54601;21.68
54603;54601;33.84
54604;15948;161.09
54605;58331;268.19
54605;3339;45.22
54606;12757;9.28
54606;12758;53.19
54606;54608;67.62
54607;54609;38.26
54607;12894;20.8
54607;12890;92.17
54607;12895;91.19
54608;54606;67.62
54609;54607;38.26
54610;54611;53.62
54610;24590;53.63
54610;54614;55.52
54611;54610;53.62
54611;54615;49.18
54611;24573;67.62
54612;24578;65.0
54613;24590;53.18
54614;54610;55.52
54615;54611;49.18
54616;32426;42.01
54616;32429;58.56
54616;32416;168.61
54617;32429;19.52
54618;3340;131.08
54619;3342;25.91
54620;46834;370.23
54621;46835;416.94
54622;28968;19.62
54623;51096;14.23
54624;51068;41.93
54624;51066;50.97
54624;54627;55.36
54624;57187;38.22
54625;28979;21.44
54626;28980;29.74
54626;54637;49.73
54626;28999;200.17
54627;54624;55.36
54627;54627;110.67
54627;54627;110.67
54628;29006;107.64
54628;28989;68.01
54628;55245;172.54
54629;29005;24.97
54630;55262;93.75
54631;54632;66.26
54632;29034;43.39
54632;29025;39.82
54632;54631;66.26
54632;54633;57.36
54633;54632;57.36
54634;46878;8.88
